,List_Of_Methods,Mean,NumSelected,RelIndexs,STD
EI_C0515,"['VIP', 'PIMP']",70.0,2,"[92, 48]",22.0
RP_C0020,"['VIP', 'PIMP']",74.0,2,"[45, 103]",29.0
RP_C1085,"['PIMP', 'Vita']",105.5,2,"[104, 107]",1.5
RP_C0069,"['PIMP', 'Vita']",78.5,2,"[72, 85]",6.5
RP_C0034,"['PIMP', 'Vita']",160.0,2,"[175, 145]",15.0
RP_C1445,"['VIP', 'Vita']",168.0,2,"[150, 186]",18.0
RP_C0001,"['PIMP', 'Vita']",65.0,2,"[71, 59]",6.0
NA_N-Carboxyglycine (3TMS),"['PIMP', 'Vita']",53.5,2,"[56, 51]",2.5
RP_C2643,"['PIMP', 'Vita']",159.0,2,"[171, 147]",12.0
RP_C1483,['VIP'],183.0,1,[183],0.0
RP_C1704,['VIP'],164.0,1,[164],0.0
EI_C0413,['PIMP'],94.0,1,[94],0.0
RP_C1714,['Vita'],136.0,1,[136],0.0
RP_C1484,['Vita'],141.0,1,[141],0.0
EI_C0370,['Vita'],54.0,1,[54],0.0
RP_C1330,['PIMP'],134.0,1,[134],0.0
RP_C1679,['VIP'],125.0,1,[125],0.0
EI_C0408,['Vita'],99.0,1,[99],0.0
RP_C1721,['Vita'],91.0,1,[91],0.0
EI_C0423,['VIP'],63.0,1,[63],0.0
RP_C1342,['VIP'],151.0,1,[151],0.0
EI_C0366,['Vita'],88.0,1,[88],0.0
RP_C1441,['PIMP'],100.0,1,[100],0.0
RP_C1322,['PIMP'],181.0,1,[181],0.0
RP_C1744,['VIP'],159.0,1,[159],0.0
RP_C1751,['VIP'],117.0,1,[117],0.0
RP_C1446,['VIP'],53.0,1,[53],0.0
RP_C1317,['PIMP'],96.0,1,[96],0.0
EI_C0349,['Vita'],35.0,1,[35],0.0
EI_C0401,['VIP'],53.0,1,[53],0.0
EI_C0347,['Vita'],69.0,1,[69],0.0
EI_C0348,['VIP'],94.0,1,[94],0.0
RP_C1784,['VIP'],171.0,1,[171],0.0
RP_C1434,['VIP'],185.0,1,[185],0.0
RP_C1651,['VIP'],120.0,1,[120],0.0
RP_C1671,['VIP'],144.0,1,[144],0.0
RP_C1350,['PIMP'],196.0,1,[196],0.0
RP_C1422,['Vita'],165.0,1,[165],0.0
RP_C1490,['VIP'],73.0,1,[73],0.0
RP_C1495,['PIMP'],89.0,1,[89],0.0
RP_C1383,['Vita'],199.0,1,[199],0.0
EI_C0388,['Vita'],86.0,1,[86],0.0
EI_C0384,['Vita'],65.0,1,[65],0.0
RP_C1382,['PIMP'],188.0,1,[188],0.0
RP_C1528,['Vita'],178.0,1,[178],0.0
EI_C0418,['VIP'],82.0,1,[82],0.0
RP_C1537,['PIMP'],58.0,1,[58],0.0
RP_C1539,['PIMP'],190.0,1,[190],0.0
RP_C1551,['Vita'],47.0,1,[47],0.0
RP_C1489,['VIP'],148.0,1,[148],0.0
RP_C1567,['PIMP'],114.0,1,[114],0.0
RP_C1471,['VIP'],110.0,1,[110],0.0
RP_C1590,['PIMP'],122.0,1,[122],0.0
RP_C1610,['Vita'],160.0,1,[160],0.0
RP_C1620,['PIMP'],132.0,1,[132],0.0
RP_C1374,['Vita'],39.0,1,[39],0.0
RP_C1632,['Vita'],161.0,1,[161],0.0
RP_C1369,['PIMP'],143.0,1,[143],0.0
EI_C0409,['VIP'],76.0,1,[76],0.0
RP_C1486,['VIP'],170.0,1,[170],0.0
RP_C1645,['PIMP'],49.0,1,[49],0.0
EI_C0421,['PIMP'],31.0,1,[31],0.0
RP_C1363,['PIMP'],157.0,1,[157],0.0
EI_C0422,['VIP'],78.0,1,[78],0.0
RP_C1588,['Vita'],176.0,1,[176],0.0
EI_C1098,['Vita'],94.0,1,[94],0.0
EI_C0339,['VIP'],56.0,1,[56],0.0
RP_C2563,['Vita'],127.0,1,[127],0.0
EI_C0219,['Vita'],74.0,1,[74],0.0
EI_C0235,['Vita'],75.0,1,[75],0.0
EI_C0236,['Vita'],87.0,1,[87],0.0
hi_Adenine,['VIP'],71.0,1,[71],0.0
RP_C2682,['Vita'],49.0,1,[49],0.0
RP_C2671,['Vita'],170.0,1,[170],0.0
RP_C2669,['Vita'],105.0,1,[105],0.0
RP_C2644,['Vita'],182.0,1,[182],0.0
RP_C2603,['Vita'],88.0,1,[88],0.0
RP_C2568,['PIMP'],81.0,1,[81],0.0
RP_C2539,['VIP'],142.0,1,[142],0.0
hi_Deoxyguanosine,['VIP'],63.0,1,[63],0.0
RP_C2532,['Vita'],113.0,1,[113],0.0
RP_C2526,['PIMP'],136.0,1,[136],0.0
RP_C2524,['Vita'],190.0,1,[190],0.0
RP_C2518,['VIP'],191.0,1,[191],0.0
RP_C2500,['PIMP'],84.0,1,[84],0.0
RP_C2479,['Vita'],132.0,1,[132],0.0
RP_C2451,['VIP'],166.0,1,[166],0.0
RP_C2432,['Vita'],79.0,1,[79],0.0
RP_C2427,['Vita'],183.0,1,[183],0.0
RP_C2423,['VIP'],157.0,1,[157],0.0
EI_C0211,['Vita'],38.0,1,[38],0.0
hi_Deoxyuridine,['VIP'],64.0,1,[64],0.0
EI_C0324,['VIP'],85.0,1,[85],0.0
EI_C0062,['Vita'],92.0,1,[92],0.0
hi_Urea,['Vita'],69.0,1,[69],0.0
AA_leucine.2tms,['VIP'],74.0,1,[74],0.0
hi_Thiamine.pyrophosphate,['VIP'],67.0,1,[67],0.0
AA_tyrosine.3tms,['VIP'],50.0,1,[50],0.0
hi_NADP,['PIMP'],59.0,1,[59],0.0
hi_Methionine.SO,['VIP'],59.0,1,[59],0.0
"EI_Benzimidazole, 5,6-dimethyl- (1TMS)",['VIP'],89.0,1,[89],0.0
EI_C0031,['Vita'],96.0,1,[96],0.0
hi_Lactate,['VIP'],70.0,1,[70],0.0
EI_C0058,['Vita'],57.0,1,[57],0.0
EI_C0088,['VIP'],98.0,1,[98],0.0
hi_F.6.P,['VIP'],58.0,1,[58],0.0
EI_C0107,['PIMP'],99.0,1,[99],0.0
hi_Hydroxyproline,['VIP'],62.0,1,[62],0.0
hi_Hexose.P,['VIP'],54.0,1,[54],0.0
EI_C0109,['Vita'],61.0,1,[61],0.0
EI_C0114,['Vita'],41.0,1,[41],0.0
EI_C0115,['PIMP'],68.0,1,[68],0.0
EI_C0131,['VIP'],90.0,1,[90],0.0
EI_C0161,['PIMP'],97.0,1,[97],0.0
hi_G.1.P,['VIP'],53.0,1,[53],0.0
hi_FAD,['VIP'],56.0,1,[56],0.0
RP_C2420,['Vita'],172.0,1,[172],0.0
RP_C2407,['Vita'],157.0,1,[157],0.0
RP_C2405,['PIMP'],148.0,1,[148],0.0
RP_C1961,['Vita'],65.0,1,[65],0.0
EI_C0269,['Vita'],50.0,1,[50],0.0
RP_C2090,['Vita'],92.0,1,[92],0.0
RP_C2078,['PIMP'],197.0,1,[197],0.0
EI_C0273,['Vita'],43.0,1,[43],0.0
RP_C2067,['PIMP'],142.0,1,[142],0.0
RP_C2051,['PIMP'],137.0,1,[137],0.0
RP_C2003,['PIMP'],144.0,1,[144],0.0
RP_C1987,['PIMP'],51.0,1,[51],0.0
EI_C0293,['VIP'],69.0,1,[69],0.0
RP_C1983,['PIMP'],30.0,1,[30],0.0
EI_C0294,['PIMP'],86.0,1,[86],0.0
RP_C2398,['VIP'],181.0,1,[181],0.0
RP_C1926,['Vita'],50.0,1,[50],0.0
RP_C1925,['VIP'],190.0,1,[190],0.0
RP_C1921,['PIMP'],109.0,1,[109],0.0
RP_C1917,['PIMP'],39.0,1,[39],0.0
EI_C0313,['PIMP'],50.0,1,[50],0.0
RP_C1887,['Vita'],131.0,1,[131],0.0
RP_C1885,['PIMP'],162.0,1,[162],0.0
RP_C1871,['Vita'],122.0,1,[122],0.0
RP_C1865,['PIMP'],147.0,1,[147],0.0
RP_C1848,['PIMP'],130.0,1,[130],0.0
RP_C2110,['VIP'],147.0,1,[147],0.0
RP_C2123,['PIMP'],45.0,1,[45],0.0
RP_C2130,['VIP'],172.0,1,[172],0.0
RP_C1299,['VIP'],186.0,1,[186],0.0
RP_C2397,['VIP'],182.0,1,[182],0.0
EI_C0253,['VIP'],41.0,1,[41],0.0
RP_C2355,['VIP'],135.0,1,[135],0.0
RP_C2308,['PIMP'],111.0,1,[111],0.0
RP_C2307,['Vita'],143.0,1,[143],0.0
RP_C2275,['Vita'],33.0,1,[33],0.0
RP_C2267,['Vita'],41.0,1,[41],0.0
RP_C2250,['Vita'],180.0,1,[180],0.0
RP_C2249,['PIMP'],184.0,1,[184],0.0
RP_C2241,['VIP'],80.0,1,[80],0.0
RP_C2234,['PIMP'],28.0,1,[28],0.0
RP_C2231,['PIMP'],50.0,1,[50],0.0
RP_C2219,['VIP'],131.0,1,[131],0.0
RP_C2211,['PIMP'],88.0,1,[88],0.0
RP_C2190,['Vita'],195.0,1,[195],0.0
EI_C0258,['PIMP'],40.0,1,[40],0.0
RP_C2180,['VIP'],103.0,1,[103],0.0
RP_C2168,['VIP'],174.0,1,[174],0.0
RP_C2157,['VIP'],167.0,1,[167],0.0
EI_C0267,['VIP'],96.0,1,[96],0.0
RP_C2140,['VIP'],175.0,1,[175],0.0
RP_C1303,['Vita'],166.0,1,[166],0.0
RP_C1042,['PIMP'],116.0,1,[116],0.0
RP_C1295,['VIP'],152.0,1,[152],0.0
RP_C0090,['Vita'],57.0,1,[57],0.0
EI_C0846,['VIP'],77.0,1,[77],0.0
RP_C0173,['Vita'],84.0,1,[84],0.0
RP_C0168,['VIP'],143.0,1,[143],0.0
RP_C0161,['VIP'],56.0,1,[56],0.0
RP_C0148,['Vita'],94.0,1,[94],0.0
RP_C0144,['Vita'],134.0,1,[134],0.0
RP_C0142,['VIP'],169.0,1,[169],0.0
RP_C0134,['PIMP'],121.0,1,[121],0.0
EI_C0894,['VIP'],59.0,1,[59],0.0
RP_C0111,['PIMP'],129.0,1,[129],0.0
EI_C0899,['Vita'],78.0,1,[78],0.0
RP_C0077,['Vita'],112.0,1,[112],0.0
RP_C1294,['VIP'],184.0,1,[184],0.0
RP_C0063,['PIMP'],179.0,1,[179],0.0
RP_C0058,['VIP'],75.0,1,[75],0.0
RP_C0057,['PIMP'],153.0,1,[153],0.0
RP_C0045,['PIMP'],91.0,1,[91],0.0
RP_C0031,['PIMP'],154.0,1,[154],0.0
RP_C0017,['Vita'],42.0,1,[42],0.0
RP_C0006,['PIMP'],80.0,1,[80],0.0
"NA_Pyridine, 2,3-dihydroxy- (2TMS)",['VIP'],65.0,1,[65],0.0
NA_NA_7,['VIP'],73.0,1,[73],0.0
NA_NA114002 (classified unknown),['VIP'],68.0,1,[68],0.0
"NA_Isovaleric acid, 2-oxo- (1MEOX) (1TMS) MP",['Vita'],73.0,1,[73],0.0
RP_C0180,['VIP'],197.0,1,[197],0.0
RP_C0188,['Vita'],189.0,1,[189],0.0
RP_C0196,['PIMP'],56.0,1,[56],0.0
RP_C0202,['VIP'],93.0,1,[93],0.0
RP_C0409,['Vita'],73.0,1,[73],0.0
EI_C0806,['Vita'],73.0,1,[73],0.0
RP_C0406,['VIP'],74.0,1,[74],0.0
RP_C0404,['PIMP'],180.0,1,[180],0.0
RP_C0403,['Vita'],72.0,1,[72],0.0
RP_C0399,['Vita'],87.0,1,[87],0.0
RP_C0392,['PIMP'],75.0,1,[75],0.0
EI_C0819,['PIMP'],71.0,1,[71],0.0
RP_C0350,['PIMP'],76.0,1,[76],0.0
EI_C0822,['Vita'],93.0,1,[93],0.0
RP_C0347,['PIMP'],102.0,1,[102],0.0
RP_C0337,['PIMP'],167.0,1,[167],0.0
RP_C0324,['Vita'],144.0,1,[144],0.0
RP_C0310,['PIMP'],170.0,1,[170],0.0
RP_C0289,['PIMP'],110.0,1,[110],0.0
RP_C0285,['PIMP'],38.0,1,[38],0.0
RP_C0276,['VIP'],118.0,1,[118],0.0
RP_C0257,['PIMP'],107.0,1,[107],0.0
RP_C0255,['VIP'],113.0,1,[113],0.0
RP_C0245,['Vita'],169.0,1,[169],0.0
RP_C0226,['PIMP'],195.0,1,[195],0.0
RP_C0219,['PIMP'],189.0,1,[189],0.0
RP_C0218,['PIMP'],73.0,1,[73],0.0
NA_C849,['PIMP'],67.0,1,[67],0.0
NA_C836,['PIMP'],58.0,1,[58],0.0
EI_C0918,['VIP'],81.0,1,[81],0.0
EI_C0938,['PIMP'],76.0,1,[76],0.0
NA_C114,['Vita'],67.0,1,[67],0.0
NA_C088,['PIMP'],71.0,1,[71],0.0
"NA_Alanine, beta- (3TMS)",['PIMP'],45.0,1,[45],0.0
EI_Tyrosine (3TMS),['PIMP'],74.0,1,[74],0.0
EI_Threonine (3TMS),['PIMP'],95.0,1,[95],0.0
EI_C0953,['PIMP'],49.0,1,[49],0.0
EI_C0968,['PIMP'],80.0,1,[80],0.0
EI_Phosphoric acid (3TMS),['VIP'],84.0,1,[84],0.0
EI_C1004,['PIMP'],70.0,1,[70],0.0
EI_C1005,['VIP'],61.0,1,[61],0.0
EI_Glycine (3TMS),['Vita'],44.0,1,[44],0.0
EI_C1027,['VIP'],79.0,1,[79],0.0
EI_Citric acid (4TMS),['VIP'],44.0,1,[44],0.0
EI_C1302,['PIMP'],53.0,1,[53],0.0
EI_C1293,['PIMP'],65.0,1,[65],0.0
EI_C1248,['VIP'],45.0,1,[45],0.0
EI_C1051,['Vita'],67.0,1,[67],0.0
EI_C1192,['PIMP'],43.0,1,[43],0.0
EI_C1191,['VIP'],65.0,1,[65],0.0
EI_C1189,['VIP'],66.0,1,[66],0.0
EI_C1175,['PIMP'],96.0,1,[96],0.0
EI_C1091,['PIMP'],79.0,1,[79],0.0
EI_C1148,['Vita'],72.0,1,[72],0.0
NA_C151,['PIMP'],73.0,1,[73],0.0
NA_C295,['PIMP'],44.0,1,[44],0.0
NA_C801,['PIMP'],53.0,1,[53],0.0
NA_C310,['PIMP'],62.0,1,[62],0.0
NA_C798,['Vita'],65.0,1,[65],0.0
NA_C782,['PIMP'],49.0,1,[49],0.0
NA_C775,['PIMP'],36.0,1,[36],0.0
NA_C763,['Vita'],56.0,1,[56],0.0
NA_C733,['PIMP'],41.0,1,[41],0.0
NA_C731,['PIMP'],65.0,1,[65],0.0
NA_C716,['Vita'],60.0,1,[60],0.0
NA_C656,['PIMP'],46.0,1,[46],0.0
NA_C614,['Vita'],55.0,1,[55],0.0
NA_C566,['VIP'],57.0,1,[57],0.0
EI_C0919,['PIMP'],27.0,1,[27],0.0
NA_C504,['Vita'],54.0,1,[54],0.0
NA_C472,['Vita'],57.0,1,[57],0.0
NA_C467,['PIMP'],66.0,1,[66],0.0
NA_C448,['Vita'],71.0,1,[71],0.0
NA_C441,['PIMP'],37.0,1,[37],0.0
NA_C427,['PIMP'],52.0,1,[52],0.0
NA_C425,['Vita'],42.0,1,[42],0.0
NA_C421,['PIMP'],74.0,1,[74],0.0
NA_C376,['Vita'],63.0,1,[63],0.0
NA_C372,['PIMP'],72.0,1,[72],0.0
NA_C355,['PIMP'],54.0,1,[54],0.0
NA_C321,['PIMP'],69.0,1,[69],0.0
RP_C0421,['VIP'],136.0,1,[136],0.0
RP_C0441,['Vita'],71.0,1,[71],0.0
EI_C0795,['PIMP'],46.0,1,[46],0.0
RP_C1038,['VIP'],77.0,1,[77],0.0
RP_C1023,['VIP'],165.0,1,[165],0.0
RP_C1016,['PIMP'],127.0,1,[127],0.0
EI_C0564,['PIMP'],85.0,1,[85],0.0
RP_C0995,['PIMP'],128.0,1,[128],0.0
RP_C0947,['Vita'],162.0,1,[162],0.0
EI_C0574,['PIMP'],81.0,1,[81],0.0
RP_C0925,['PIMP'],86.0,1,[86],0.0
RP_C0924,['VIP'],44.0,1,[44],0.0
EI_C0582,['PIMP'],89.0,1,[89],0.0
RP_C0908,['Vita'],148.0,1,[148],0.0
RP_C0890,['VIP'],98.0,1,[98],0.0
RP_C0865,['VIP'],104.0,1,[104],0.0
RP_C0863,['PIMP'],166.0,1,[166],0.0
RP_C0861,['Vita'],114.0,1,[114],0.0
RP_C0858,['PIMP'],118.0,1,[118],0.0
EI_C0610,['VIP'],95.0,1,[95],0.0
RP_C0828,['VIP'],79.0,1,[79],0.0
EI_C0624,['PIMP'],63.0,1,[63],0.0
RP_C0820,['PIMP'],135.0,1,[135],0.0
RP_C0818,['VIP'],140.0,1,[140],0.0
RP_C0815,['Vita'],187.0,1,[187],0.0
RP_C0801,['VIP'],126.0,1,[126],0.0
RP_C0793,['Vita'],130.0,1,[130],0.0
RP_C1028,['PIMP'],40.0,1,[40],0.0
EI_C1131,['PIMP'],83.0,1,[83],0.0
RP_C0771,['Vita'],93.0,1,[93],0.0
RP_C1053,['VIP'],153.0,1,[153],0.0
RP_C1292,['PIMP'],173.0,1,[173],0.0
RP_C1286,['Vita'],181.0,1,[181],0.0
RP_C1277,['PIMP'],183.0,1,[183],0.0
RP_C1269,['VIP'],127.0,1,[127],0.0
RP_C1252,['Vita'],164.0,1,[164],0.0
EI_C0438,['VIP'],80.0,1,[80],0.0
RP_C1240,['Vita'],66.0,1,[66],0.0
RP_C1195,['PIMP'],63.0,1,[63],0.0
EI_C0439,['PIMP'],91.0,1,[91],0.0
EI_C0443,['Vita'],56.0,1,[56],0.0
RP_C1166,['Vita'],46.0,1,[46],0.0
RP_C1158,['Vita'],146.0,1,[146],0.0
RP_C1141,['PIMP'],98.0,1,[98],0.0
EI_C0459,['VIP'],87.0,1,[87],0.0
EI_C0467,['Vita'],70.0,1,[70],0.0
RP_C1132,['VIP'],90.0,1,[90],0.0
EI_C0470,['PIMP'],90.0,1,[90],0.0
RP_C1109,['Vita'],154.0,1,[154],0.0
RP_C1090,['VIP'],173.0,1,[173],0.0
RP_C1081,['VIP'],92.0,1,[92],0.0
RP_C1075,['Vita'],110.0,1,[110],0.0
RP_C1063,['VIP'],149.0,1,[149],0.0
RP_C1061,['PIMP'],141.0,1,[141],0.0
RP_C0784,['PIMP'],93.0,1,[93],0.0
RP_C0770,['Vita'],80.0,1,[80],0.0
EI_C0766,['VIP'],57.0,1,[57],0.0
RP_C0589,['VIP'],132.0,1,[132],0.0
RP_C0584,['VIP'],199.0,1,[199],0.0
RP_C0580,['PIMP'],124.0,1,[124],0.0
RP_C0579,['Vita'],177.0,1,[177],0.0
RP_C0568,['Vita'],48.0,1,[48],0.0
RP_C0551,['VIP'],76.0,1,[76],0.0
RP_C0549,['VIP'],128.0,1,[128],0.0
RP_C0545,['PIMP'],198.0,1,[198],0.0
RP_C0537,['VIP'],168.0,1,[168],0.0
RP_C0534,['VIP'],193.0,1,[193],0.0
RP_C0527,['PIMP'],78.0,1,[78],0.0
RP_C0522,['Vita'],128.0,1,[128],0.0
RP_C0519,['VIP'],192.0,1,[192],0.0
RP_C0509,['PIMP'],193.0,1,[193],0.0
RP_C0505,['VIP'],115.0,1,[115],0.0
RP_C0502,['VIP'],180.0,1,[180],0.0
RP_C0489,['VIP'],91.0,1,[91],0.0
RP_C0483,['PIMP'],140.0,1,[140],0.0
EI_C0763,['Vita'],81.0,1,[81],0.0
RP_C0480,['Vita'],168.0,1,[168],0.0
RP_C0463,['VIP'],54.0,1,[54],0.0
RP_C0462,['VIP'],121.0,1,[121],0.0
RP_C0456,['PIMP'],155.0,1,[155],0.0
RP_C0452,['VIP'],188.0,1,[188],0.0
RP_C0588,['Vita'],76.0,1,[76],0.0
RP_C0593,['Vita'],197.0,1,[197],0.0
RP_C0768,['PIMP'],123.0,1,[123],0.0
RP_C0595,['VIP'],178.0,1,[178],0.0
RP_C0764,['Vita'],109.0,1,[109],0.0
RP_C0751,['VIP'],123.0,1,[123],0.0
EI_C0656,['Vita'],24.0,1,[24],0.0
EI_C0674,['PIMP'],84.0,1,[84],0.0
RP_C0718,['VIP'],50.0,1,[50],0.0
RP_C0713,['VIP'],133.0,1,[133],0.0
RP_C0703,['Vita'],137.0,1,[137],0.0
RP_C0701,['VIP'],176.0,1,[176],0.0
EI_C0675,['Vita'],19.0,1,[19],0.0
EI_C0682,['VIP'],83.0,1,[83],0.0
EI_C0706,['Vita'],79.0,1,[79],0.0
RP_C0685,['PIMP'],85.0,1,[85],0.0
RP_C0681,['Vita'],167.0,1,[167],0.0
RP_C0664,['Vita'],133.0,1,[133],0.0
RP_C0660,['VIP'],195.0,1,[195],0.0
RP_C0650,['PIMP'],65.0,1,[65],0.0
RP_C0648,['Vita'],78.0,1,[78],0.0
RP_C0635,['Vita'],129.0,1,[129],0.0
RP_C0629,['PIMP'],43.0,1,[43],0.0
RP_C0627,['Vita'],77.0,1,[77],0.0
RP_C0613,['VIP'],107.0,1,[107],0.0
RP_C0603,['Vita'],135.0,1,[135],0.0
EI_C0708,['VIP'],97.0,1,[97],0.0
RP_C0597,['VIP'],156.0,1,[156],0.0
